,MetadataField,Metadata
0,NSGL Document #:,MICHU-R-76-012
1,Sea Grant Program/Affiliate:,Michigan Sea Grant
2,Title:,'It won't happen to me' syndrome: preparation for an emergency
3,Author:,"Somers, Lee H."
4,Publication Year :,1976
5,Source Citation:,"""Proceedings of the Eighth International Conference on Underwater Education, NAUI, pp. 302-309, San Diego, California, 1976."
6,# Pages / Video Length:,8
7,Publication Type:,reprints (not peer-reviewed)
8,Program Report #:,MICHU-SG-76-309
9,Notes:,See also MICHU-R-76-013.
10,Abstract:,****NO ABSTRACT****
