,MetadataField,Metadata
0,NSGL Document #:,PASGAP-L-70-001
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,Pacific Sea Grant Advisory Program Inventory of marine resources publications and films
3,Author:,"Kaiser, Rodney"
4,,"Evans, Gwil"
5,Publication Year :,1970
6,Publisher:,Pacific Sea Grant Advisory Program through Oregon State University Sea Grant Marine Advisory Program
7,# Pages / Video Length:,43
8,Publication Type:,directories/bib​liographies/ind​exes
9,Program Report #:,PASGAP-L-70-001
10,Grant/Contract #:,NOAA Sea Grant GH 97 (in Part)
11,Notes:,See: PASGAP-L-72-001 for latest edition
12,Abstract:,"This publication is an inventory of printed and audio-visual material on marine resources that is available from the six western universities participating in the Pacific Sea Grant Advisory. The six are: University of Alaska, University of British Columbia, University of Hawaii, Oregon State University, University of California, and the University of Washington. Th​e directoryt is divided into three sections in the following order: publications, films, and supplementary bibliographies."
