,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-71-015
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,FERTILIZATION OF STEELHEAD TROUT(SALMO GAIRDNERI) EGGS WITH CRYO- PRESERVED SPERM
3,Author:,"OT, A G"
4,,"HORTON, H F"
5,Publication Year :,1971
6,Source Citation:,"FISHERIES RESEARCH BOARD OF CANADA. JOURNAL, 28(12):1915-​1918, 1971"
7,# Pages / Video Length:,4
8,Publication Type:,reprints (peer-reviewed)
9,Program Report #:,ORESU-R-71-015
10,Grant/Contract #:,NOAA SEA GRANT
11,Project #:,E/A-1
12,Abstract:,TROUT;EGG;FERTI​LIZATION;SPERM
