,MetadataField,Metadata
0,NSGL Document #:,ORESU-R-81-017
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,NON-PLANAR BEACHES: SEDIMENT TRANSPORT
3,Author:,"MC DOUGAL, WILLIAM G"
4,,"HUDSPETH, ROBERT T"
5,Publication Year :,1981
6,Source Citation:,"INSTITUTE OF ELECTRICAL AND ELECTRONIC ENGINEERS OCEANS PP. 841-846, SEPTEMBER 1981"
7,# Pages / Video Length:,6
8,Publication Type:,reprints (peer-reviewed)
9,Program Report #:,ORESU-R-81-017
10,Grant/Contract #:,NOAA SEA GRANT
11,Project #:,R/CE-4
12,Abstract:,BEACH;SEDIMENT;​TRANSPORT;MODEL​
