,MetadataField,Metadata
0,NSGL Document #:,ORESU-N-80-004
1,Sea Grant Program/Affiliate:,Oregon Sea Grant
2,Title:,Marine Mammal Information (May and December 1980)
3,Editor :,"Mate, Bruce R."
4,Publication Year :,1980
5,Publisher:,Oregon State University Sea Grant College Program
6,# Pages / Video Length:,45
7,Publication Type:,periodicals
8,Program Report #:,ORESU-N-80-004
9,Grant/Contract #:,NOAA Sea Grant No. NA 79AA-D-00106
10,,NOAA Sea Grant No. 04-7-158-44085
11,Notes:,Two newsletter issues in one entry for 1980.
12,Abstract:,The purpose of this newsletter is to communicate timely research results among marine mammalogists worldwide and to stimulate collaborative and comparative research efforts. Each issue will carry a feature on an important research aspect of marine mammals.
