,MetadataField,Metadata
0,NSGL Document #:,WASHU-G-12-004
1,Sea Grant Program/Affiliate:,Washington Sea Grant
2,Title:,Washington coast marine spatial planning: frequently asked questions
3,Author:,"Hennessey, Jennifer"
4,,"Trosin, Bridget"
5,Publication Year :,2012
6,# Pages / Video Length:,4
7,Publication Type:,"advisory/extens​ion reports; fact sheets, posters"
8,Program Report #:,WSG-AS 12-04
9,Abstract:,"Ocean and coastal environments in Washington are critical to our economy, culture and quality of life. Coastal communities have a rich history and share a unique relationship to coastal resources. Yet increasing demands on these resources, including potential new uses for them, create conflicts. In addition, it's important to ensure that ocean and coastal ecosystems remain healthy for future generations to enjoy."
