,MetadataField,Metadata
0,NSGL Document #:,SCU-R-80-001
1,Sea Grant Program/Affiliate:,Southern California Sea Grant
2,Title:,"QUATERNARY STRATIGRAPHY AND DEPOSITIONAL ENVIRONMENTS, SANTA MONICA BAY, SOUTHERN CALIFORNIA"
3,Author:,"OSBORNE, ROBERT HOWARD"
4,,"SCHEIDEMANN, ROBERT C JR"
5,,"NARDIN, THOMAS RICHARD"
6,,"HARPER, ANDREW S"
7,Publication Year :,1980
8,Source Citation:,"QUATERNARY DEPOSITIONAL ENVIRONMENTS OF THE PACIFIC COAST PALEOGEOGRAPHY SYMPOSIUM 4: PACIFIC SECTION M.E. FIELD, A.H. BOUMA, I.P. COLBURN, R.G . DOUGLAS, J.C. INGLE (EDITORS) LOS ANGELES, CALIFORNIA 1980"
9,Publication Type:,reprints (not peer-reviewed)
10,Program Report #:,USC-SG-R-01-80
11,Abstract:,GEOLOGICAL OCEANOGRAPHY
